"","DATETIME (LOCAL)","DATETIME (UTC)","DATE (LT)","DATE (UTC)","REGION","COUNTRY","INCIDENT TYPE","VESSEL TYPE","MAERSK?","VESSEL ACTIVITY LOCATION","LAT","LONG","TIMEZONE","TIME OF DAY","ATTACKS","ATTACK SUCCESS"
"434",NA,NA,2015-06-13,2015-06-13,"WEST AFRICA","NIGERIA","COUNTER INSURGENCY/MILITARY OPERATION",NA,"0",NA,4.33333333333333,6.05,"Africa/Lagos","UNKNOWN",1,1
"435",2015-06-12 02:40:00,2015-06-12 00:40:00,2015-06-12,2015-06-12,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT ANCHORAGE","WOOD CHIPS CARRIER","0","ANCHORAGE",4,98.9,"Asia/Jakarta","NIGHT",1,1
"436",NA,NA,2015-06-12,2015-06-12,"WEST AFRICA","NIGERIA","OTHER MARITIME RISK",NA,"0",NA,6.40741916666667,2.88550194444444,"Africa/Lagos","UNKNOWN",1,1
"437",2015-06-11 06:30:00,2015-06-11 04:30:00,2015-06-11,2015-06-11,"SOUTH ASIA","BANGLADESH","THEFT AT BERTH","CHEMICAL TANKER","0","BERTH",22.2706666666667,91.8038333333333,"Asia/Dhaka","MORNING",1,1
"438",NA,NA,2015-06-11,2015-06-11,"SOUTH EAST ASIA","MALAYSIA","HIJACKING AT SEA","PRODUCT TANKER","0","OFF SHORE",2.15027472222222,104.734725833333,"Asia/Kuala_Lumpur","UNKNOWN",1,1
"439",2015-06-08 04:10:00,2015-06-08 02:10:00,2015-06-08,2015-06-08,"SOUTH EAST ASIA","SINGAPORE","THEFT AT SEA","CHEMICAL TANKER","0","OFF SHORE",1.19666666666667,103.418333333333,"Asia/Jakarta","NIGHT",1,1
"440",2015-06-08 03:00:00,2015-06-08 01:00:00,2015-06-08,2015-06-08,"WEST AFRICA","CAMEROON","THEFT AT BERTH","BULK CARRIER","0","BERTH",4.05266666666667,9.69,"Africa/Lagos","NIGHT",1,1
"441",2015-06-08 00:23:00,2015-06-07 22:23:00,2015-06-08,2015-06-07,"WEST AFRICA","CONGO","FAILED ATTACK, ROBBERY","GENERAL CARGO VESSEL","0","ANCHORAGE",-3.26666666666667,11.75,"Africa/Lagos","NIGHT",1,0
"442",2015-06-08 00:10:00,2015-06-07 22:10:00,2015-06-08,2015-06-07,"EAST AFRICA","MOZAMBIQUE","ARMED ROBBERY AT BERTH","GENERAL CARGO VESSEL","0","BERTH",-18.1833333333333,34.8333333333333,"Africa/Maputo","NIGHT",1,1
"443",2015-06-07 14:20:00,2015-06-07 12:20:00,2015-06-07,2015-06-07,"EUROPE","UKRAINE","OTHER MARITIME RISK",NA,"0",NA,47.0635583333333,37.5892180555556,"Europe/Kiev","AFTERNOON",1,1
"444",NA,NA,2015-06-07,2015-06-07,"SOUTH AMERICA","PANAMA","THEFT AT ANCHORAGE","GENERAL CARGO VESSEL","0","ANCHORAGE",9.35826527777778,-78.0684661111111,"America/Panama","UNKNOWN",1,1
"445",2015-06-06 16:10:00,2015-06-06 14:10:00,2015-06-06,2015-06-06,"SOUTH EAST ASIA","VIETNAM","THEFT AT ANCHORAGE","CABLE LAYER","0","ANCHORAGE",10.3583333333333,107.033166666667,"Asia/Ho_Chi_Minh","AFTERNOON",1,1
"446",2015-06-05 14:00:00,2015-06-05 12:00:00,2015-06-05,2015-06-05,"SOUTH AMERICA","COLOMBIA","THEFT AT ANCHORAGE","PRODUCT TANKER","0","ANCHORAGE",3.86,-76.9016666666667,"America/Bogota","AFTERNOON",1,1
"447",2015-06-04 23:00:00,2015-06-04 21:00:00,2015-06-04,2015-06-04,"SOUTH EAST ASIA","VIETNAM","THEFT AT ANCHORAGE","CONTAINER SHIP","0","ANCHORAGE",10.0833333333333,107.033333333333,"Asia/Ho_Chi_Minh","EVENING",1,1
"448",2015-06-04 09:45:00,2015-06-04 07:45:00,2015-06-04,2015-06-04,"SOUTH AMERICA","COLOMBIA","OTHER MARITIME RISK",NA,"0",NA,3.88182,-76.92958,"America/Bogota","MORNING",1,1
"449",2015-06-04 00:15:00,2015-06-03 22:15:00,2015-06-04,2015-06-03,"SOUTH EAST ASIA","MALAYSIA","HIJACKING AT SEA","PRODUCT TANKER","0","OFF SHORE",2.35,104.366666666667,"Asia/Kuala_Lumpur","NIGHT",1,1
"450",2015-06-03 09:00:00,2015-06-03 07:00:00,2015-06-03,2015-06-03,"WEST AFRICA","TOGO","SUSPICIOUS ACTIVITY AT ANCHOR","UNKNOWN","0","ANCHORAGE",6.05878027777778,1.21630666666667,"Africa/Abidjan","MORNING",1,0
"451",NA,NA,2015-06-03,2015-06-03,"SOUTH EAST ASIA","INDONESIA","HIJACKING AT SEA","MERCHANT VESSEL","0","OFF SHORE",-0.561766111111111,106.965637222222,"Asia/Pontianak","EVENING",1,1
"452",2015-06-01 01:20:00,2015-05-31 23:20:00,2015-06-01,2015-05-31,"SOUTH ASIA","BANGLADESH","ARMED ROBBERY AT ANCHORAGE","BULK CARRIER","0","ANCHORAGE",22.259,91.7108333333333,"Asia/Dhaka","NIGHT",1,1
"453",NA,NA,2015-05-30,2015-05-30,"MIDDLE EAST","YEMEN","OTHER MARITIME RISK","GENERAL CARGO VESSEL","0","OFF SHORE",12.7582091666667,44.9569244444444,"Asia/Riyadh","UNKNOWN",1,1
"454",2015-05-28 21:50:00,2015-05-28 19:50:00,2015-05-28,2015-05-28,"WEST AFRICA","NIGERIA","SUSPICIOUS ACTIVITY AT SEA","MERCHANT VESSEL","0","OFF SHORE",3.71166666666667,6.37166666666667,"Africa/Lagos","EVENING",1,0
"455",2015-05-27 04:00:00,2015-05-27 02:00:00,2015-05-27,2015-05-27,"SOUTH ASIA","INDIA","THEFT AT BERTH","CHEMICAL TANKER","0","BERTH",22.9977683333333,70.1966541666667,"Asia/Kolkata","NIGHT",1,1
"456",NA,NA,2015-05-27,2015-05-27,"SOUTH ASIA","INDIA","SUSPICIOUS ACTIVITY AT SEA","GENERAL CARGO VESSEL","0","OFF SHORE",6.305,77.1883333333333,"Asia/Calcutta","EVENING",1,0
"457",2015-05-26 01:00:00,2015-05-25 23:00:00,2015-05-26,2015-05-25,"WEST AFRICA","NIGERIA","FAILED ATTACK, ROBBERY","PRODUCT TANKER","0","BERTH",6.43249944444444,3.36195666666667,"Africa/Lagos","NIGHT",1,0
"458",NA,NA,2015-05-26,2015-05-26,"CARIBBEAN","TRINIDAD AND TOBAGO","KIDNAP/RANSOM AT SEA",NA,"0",NA,10.7037016666667,-60.2163694444444,"America/Port_of_Spain","UNKNOWN",1,1
"459",NA,NA,2015-05-24,2015-05-24,"NORTH AFRICA","LIBYA","OTHER MARITIME RISK","TANKER","0","BERTH",31.2053138888889,16.5889361111111,"Africa/Tripoli","UNKNOWN",1,1
"460",2015-05-23 03:30:00,2015-05-23 01:30:00,2015-05-23,2015-05-23,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","CONTAINER SHIP","0","OFF SHORE",1.04166666666667,103.65,"Asia/Jakarta","NIGHT",1,0
"461",NA,NA,2015-05-23,2015-05-23,"SOUTH EAST ASIA","PHILIPPINES","FAILED ATTACK, ROBBERY","TANKER","0","ANCHORAGE",13.65,120.983333333333,"Asia/Manila","EVENING",1,0
"462",2015-05-22 06:30:00,2015-05-22 04:30:00,2015-05-22,2015-05-22,"SOUTH EAST ASIA","VIETNAM","THEFT AT ANCHORAGE","CONTAINER SHIP","0","ANCHORAGE",10.1833333333333,107.05,"Asia/Ho_Chi_Minh","MORNING",1,1
"463",2015-05-22 02:20:00,2015-05-22 00:20:00,2015-05-22,2015-05-22,"WEST AFRICA","NIGERIA","OTHER MARITIME RISK",NA,"0",NA,4.47527472222222,7.80261027777778,"Africa/Lagos","NIGHT",1,1
"464",2015-05-22 01:35:00,2015-05-21 23:35:00,2015-05-22,2015-05-21,"WEST AFRICA","COTE D'IVOIRE","FAILED ATTACK, ROBBERY","MERCHANT VESSEL","0","ANCHORAGE",5.18833333333333,-2.02166666666667,"Africa/Accra","NIGHT",1,0
"465",2015-05-22 02:55:00,2015-05-22 00:55:00,2015-05-22,2015-05-22,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",1.04333333333333,103.661833333333,"Asia/Jakarta","NIGHT",1,0
"466",2015-05-20 10:30:00,2015-05-20 08:30:00,2015-05-20,2015-05-20,"WEST AFRICA","NIGERIA","KIDNAP/RANSOM AT BERTH","UNKNOWN","0","BERTH",5.21666666666667,6.18333333333333,"Africa/Lagos","MORNING",1,1
"467",2015-05-20 06:30:00,2015-05-20 04:30:00,2015-05-20,2015-05-20,"SOUTH EAST ASIA","INDONESIA","THEFT AT ANCHORAGE","PRODUCT TANKER","1","ANCHORAGE",1.70807527777778,101.416534444444,"Asia/Jakarta","MORNING",1,1
"468",2015-05-20 00:01:00,2015-05-19 22:01:00,2015-05-20,2015-05-19,"SOUTH EAST ASIA","PHILIPPINES","THEFT AT ANCHORAGE","PRODUCT TANKER","0","ANCHORAGE",13.7333333333333,121.038333333333,"Asia/Manila","NIGHT",1,1
"469",2015-05-19 09:00:00,2015-05-19 07:00:00,2015-05-19,2015-05-19,"WEST AFRICA","NIGERIA","FAILED ATTACK, KIDNAP/RANSOM","PRODUCT TANKER","0","OFF SHORE",4.41666666666667,7.83333333333333,"Africa/Lagos","MORNING",1,0
"470",2015-05-19 06:10:00,2015-05-19 04:10:00,2015-05-19,2015-05-19,"WEST AFRICA","NIGERIA","FAILED ATTACK, KIDNAP/RANSOM","SUPPLY VESSEL","0","OFF SHORE",4,7.5,"Africa/Lagos","MORNING",1,0
"471",2015-05-19 06:10:00,2015-05-19 04:10:00,2015-05-19,2015-05-19,"SOUTH EAST ASIA","MALAYSIA","ARMED ROBBERY AT SEA","PRODUCT TANKER","0","OFF SHORE",4.13333333333333,99.9,"Asia/Jakarta","MORNING",1,1
"472",2015-05-19 02:30:00,2015-05-19 00:30:00,2015-05-19,2015-05-19,"WEST AFRICA","NIGERIA","FAILED ATTACK, KIDNAP/RANSOM","CONTAINER SHIP","0","OFF SHORE",4.03333333333333,7.08333333333333,"Africa/Lagos","NIGHT",1,0
"473",2015-05-18 23:40:00,2015-05-18 21:40:00,2015-05-18,2015-05-18,"WEST AFRICA","NIGERIA","KIDNAP/RANSOM AT SEA","SUPPLY VESSEL","0","OFF SHORE",4.3,7.86666666666667,"Africa/Lagos","EVENING",1,1
"474",2015-05-18 06:30:00,2015-05-18 04:30:00,2015-05-18,2015-05-18,"SOUTH EAST ASIA","INDONESIA","THEFT AT SEA","TANKER","0","OFF SHORE",1.08333333333333,103.6,"Asia/Jakarta","MORNING",1,1
"475",2015-05-17 02:40:00,2015-05-17 00:40:00,2015-05-17,2015-05-17,"SOUTH ASIA","BANGLADESH","FAILED ATTACK, ROBBERY","GENERAL CARGO VESSEL","0","ANCHORAGE",22.2,91.7166666666667,"Asia/Dhaka","NIGHT",1,0
"476",NA,NA,2015-05-17,2015-05-17,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",1.08358694444444,103.699516111111,"Asia/Pontianak","UNKNOWN",1,0
"477",2015-05-16 21:50:00,2015-05-16 19:50:00,2015-05-16,2015-05-16,"SOUTH EAST ASIA","VIETNAM","THEFT AT ANCHORAGE","CONTAINER SHIP","0","ANCHORAGE",10.1833333333333,107.05,"Asia/Ho_Chi_Minh","EVENING",1,1
"478",2015-05-16 05:25:00,2015-05-16 03:25:00,2015-05-16,2015-05-16,"SOUTH EAST ASIA","VIETNAM","THEFT AT SEA","HEAVY LIFT VESSEL","0","OFF SHORE",8.32166666666667,108.863333333333,"Asia/Saigon","NIGHT",1,1
"479",2015-05-16 04:30:00,2015-05-16 02:30:00,2015-05-16,2015-05-16,"SOUTH ASIA","BANGLADESH","THEFT AT ANCHORAGE","BULK CARRIER","0","ANCHORAGE",21.7666666666667,91.7,"Asia/Dhaka","NIGHT",1,1
"480",2015-05-16 06:30:00,2015-05-16 04:30:00,2015-05-16,2015-05-16,"SOUTH EAST ASIA","SINGAPORE","FAILED ATTACK, ROBBERY","TUG","0","OFF SHORE",1.25416666666667,104.046833333333,"Asia/Jakarta","MORNING",1,0
"481",2015-05-15 21:50:00,2015-05-15 19:50:00,2015-05-15,2015-05-15,"SOUTH EAST ASIA","INDONESIA","SUSPICIOUS ACTIVITY AT SEA","TUG","0","OFF SHORE",1.25416666666667,104.046833333333,"Asia/Jakarta","EVENING",1,0
"482",2015-05-15 09:00:00,2015-05-15 07:00:00,2015-05-15,2015-05-15,"WEST AFRICA","NIGERIA","ARMED ROBBERY AT SEA","PASSENGER VESSEL","0","OFF SHORE",4.60731027777778,8.47114555555556,"Africa/Lagos","MORNING",1,1
"483",2015-05-15 06:00:00,2015-05-15 04:00:00,2015-05-15,2015-05-15,"SOUTH EAST ASIA","MALAYSIA","HIJACKING AT SEA","PRODUCT TANKER","0","OFF SHORE",3.575,110.651333333333,"Asia/Kuching","MORNING",1,1
"484",2015-05-15 04:15:00,2015-05-15 02:15:00,2015-05-15,2015-05-15,"WEST AFRICA","GUINEA","ARMED ROBBERY AT ANCHORAGE","BULK CARRIER","0","ANCHORAGE",9.41666666666667,-12.2666666666667,"Africa/Abidjan","NIGHT",1,1
"485",2015-05-15 03:00:00,2015-05-15 01:00:00,2015-05-15,2015-05-15,"SOUTH ASIA","INDIA","THEFT AT BERTH","PRODUCT TANKER","0","BERTH",22.9964919444444,70.2318419444444,"Asia/Kolkata","NIGHT",1,1
"486",2015-05-14 20:00:00,2015-05-14 18:00:00,2015-05-14,2015-05-14,"SOUTH EAST ASIA","MALAYSIA","KIDNAP/RANSOM AT BERTH",NA,"0","BERTH",5.86335055555555,118.113006666667,"Asia/Kuching","EVENING",1,1
"487",2015-05-14 12:00:00,2015-05-14 10:00:00,2015-05-14,2015-05-14,"MIDDLE EAST","IRAN","COUNTER INSURGENCY/MILITARY OPERATION","PRODUCT TANKER","0","OFF SHORE",25.6020438888889,55.0383283333333,"Asia/Tehran","AFTERNOON",1,1
"488",2015-05-14 04:49:00,2015-05-14 02:49:00,2015-05-14,2015-05-14,"WEST AFRICA","NIGERIA","KIDNAP/RANSOM AT SEA","TUG","0","OFF SHORE",4.02916666666667,7.09233333333333,"Africa/Lagos","NIGHT",1,1
"489",2015-05-13 03:36:00,2015-05-13 01:36:00,2015-05-13,2015-05-13,"SOUTH EAST ASIA","SINGAPORE","THEFT AT SEA","CONTAINER SHIP","0","OFF SHORE",1.12755944444444,103.675666944444,"Asia/Singapore","NIGHT",1,1
"490",NA,NA,2015-05-13,2015-05-13,"HORN OF AFRICA/ GULF OF ADEN","SOMALIA","KIDNAP/RANSOM AT SEA","FISHING VESSEL","0","OFF SHORE",3.71203527777778,47.3696136111111,"Africa/Mogadishu","UNKNOWN",1,1
"491",2015-05-11 12:30:00,2015-05-11 10:30:00,2015-05-11,2015-05-11,"SOUTH EAST ASIA","VIETNAM","THEFT AT SEA","BULK CARRIER","0","OFF SHORE",10.2131666666667,107.075666666667,"Asia/Ho_Chi_Minh","AFTERNOON",1,1
"492",2015-05-11 01:00:00,2015-05-10 23:00:00,2015-05-11,2015-05-10,"WEST AFRICA","NIGERIA","ARMED ROBBERY AT SEA","SUPPLY VESSEL","0","OFF SHORE",4.3,7.86666666666667,"Africa/Lagos","NIGHT",1,1
"493",NA,NA,2015-05-10,2015-05-10,"NORTH AFRICA","LIBYA","OTHER MARITIME RISK","GENERAL CARGO VESSEL","0",NA,32.8472886111111,22.6593016666667,"Africa/Tripoli","EVENING",1,1
"494",2015-05-10 04:15:00,2015-05-10 02:15:00,2015-05-10,2015-05-10,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","CHEMICAL TANKER","0","OFF SHORE",1.7,101.466666666667,"Asia/Jakarta","NIGHT",1,0
"495",2015-05-09 03:12:00,2015-05-09 01:12:00,2015-05-09,2015-05-09,"SOUTH EAST ASIA","SINGAPORE","THEFT AT SEA","BULK CARRIER","0","OFF SHORE",1.088,103.713,"Asia/Singapore","NIGHT",1,1
"496",2015-05-09 01:39:00,2015-05-08 23:39:00,2015-05-09,2015-05-08,"SOUTH EAST ASIA","SINGAPORE","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",1.16666666666667,103.833333333333,"Asia/Singapore","NIGHT",1,0
"497",2015-05-08 03:55:00,2015-05-08 01:55:00,2015-05-08,2015-05-08,"SOUTH EAST ASIA","SINGAPORE","THEFT AT SEA","LPG TANKER","0","OFF SHORE",1.04433333333333,103.6505,"Asia/Jakarta","NIGHT",1,1
"498",2015-05-07 07:00:00,2015-05-07 05:00:00,2015-05-07,2015-05-07,"WEST AFRICA","CONGO","ARMED ROBBERY AT ANCHORAGE","GENERAL CARGO VESSEL","0","ANCHORAGE",-4.135,13.4133333333333,"Africa/Lagos","MORNING",1,1
"499",2015-05-06 17:30:00,2015-05-06 15:30:00,2015-05-06,2015-05-06,"SOUTH EAST ASIA","SINGAPORE","THEFT AT ANCHORAGE","GENERAL CARGO VESSEL","0","ANCHORAGE",1.28333333333333,104.016666666667,"Asia/Singapore","AFTERNOON",1,1
"500",2015-05-05 19:58:00,2015-05-05 17:58:00,2015-05-05,2015-05-05,"SOUTH ASIA","BANGLADESH","ARMED ROBBERY AT ANCHORAGE","CRUDE OIL TANKER","0","ANCHORAGE",21.8016666666667,91.7,"Asia/Dhaka","EVENING",1,1
"501",2015-05-05 20:45:00,2015-05-05 18:45:00,2015-05-05,2015-05-05,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",1.05,103.616666666667,"Asia/Jakarta","EVENING",1,0
"502",2015-05-04 04:02:00,2015-05-04 02:02:00,2015-05-04,2015-05-04,"SOUTH EAST ASIA","SINGAPORE","THEFT AT SEA","BULK CARRIER","0","OFF SHORE",1.09,103.726666666667,"Asia/Singapore","NIGHT",1,1
"503",2015-05-03 15:00:00,2015-05-03 13:00:00,2015-05-03,2015-05-03,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT BERTH","BULK CARRIER","0","BERTH",3.78333333333333,98.7,"Asia/Jakarta","AFTERNOON",1,1
"504",2015-05-02 21:30:00,2015-05-02 19:30:00,2015-05-02,2015-05-02,"SOUTH EAST ASIA","MALAYSIA","HIJACKING AT SEA","PRODUCT TANKER","0","OFF SHORE",2.32166666666667,101.673333333333,"Asia/Jakarta","EVENING",1,1
"505",NA,NA,2015-05-02,2015-05-02,"SOUTH EAST ASIA","INDONESIA","SUSPICIOUS ACTIVITY AT SEA","TUG","0","OFF SHORE",1.26622833333333,104.6031475,"Asia/Kuala_Lumpur","UNKNOWN",1,0
"506",2015-05-01 04:20:00,2015-05-01 02:20:00,2015-05-01,2015-05-01,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","TANKER","0","ANCHORAGE",1.71666666666667,101.4,"Asia/Jakarta","NIGHT",1,0
"507",2015-05-01 04:00:00,2015-05-01 02:00:00,2015-05-01,2015-05-01,"SOUTH EAST ASIA","PHILIPPINES","THEFT AT ANCHORAGE","CONTAINER SHIP","0","ANCHORAGE",14.595,120.841666666667,"Asia/Manila","NIGHT",1,1
"508",NA,NA,2015-04-29,2015-04-29,"WEST AFRICA","NIGERIA","KIDNAP/RANSOM AT ANCHORAGE",NA,"0","ANCHORAGE",4.98838472222222,8.29542888888889,"Africa/Lagos","EVENING",1,1
"509",2015-04-28 22:00:00,2015-04-28 20:00:00,2015-04-28,2015-04-28,"WEST AFRICA","NIGERIA","SUSPICIOUS ACTIVITY AT SEA",NA,"0","OFF SHORE",4.724565,8.3556175,"Africa/Lagos","EVENING",1,0
"510",2015-04-28 13:00:00,2015-04-28 11:00:00,2015-04-28,2015-04-28,"MIDDLE EAST","IRAN","COUNTER INSURGENCY/MILITARY OPERATION","CONTAINER SHIP","1","OFF SHORE",26.65,56.2416666666667,"Asia/Tehran","AFTERNOON",1,1
"511",2015-04-27 02:30:00,2015-04-27 00:30:00,2015-04-27,2015-04-27,"SOUTH EAST ASIA","SINGAPORE","FAILED ATTACK, ROBBERY","CONTAINER SHIP","0","OFF SHORE",1.15664444444444,103.480224722222,"Asia/Jakarta","NIGHT",1,0
"512",2015-04-26 02:55:00,2015-04-26 00:55:00,2015-04-26,2015-04-26,"SOUTH EAST ASIA","MALAYSIA","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",1.2635,104.171333333333,"Asia/Kuala_Lumpur","NIGHT",1,0
"513",2015-04-26 01:52:00,2015-04-25 23:52:00,2015-04-26,2015-04-25,"SOUTH EAST ASIA","MALAYSIA","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",1.25,104.116666666667,"Asia/Jakarta","NIGHT",1,0
"514",NA,NA,2015-04-26,2015-04-26,"SOUTH EAST ASIA","INDONESIA","ANTI-PIRACY/NAVAL OPERATION","PRODUCT TANKER","0","BERTH",0.0223847222222222,104.891967777778,"Asia/Jakarta","UNKNOWN",1,0
"515",2015-04-25 21:55:00,2015-04-25 19:55:00,2015-04-25,2015-04-25,"SOUTH ASIA","BANGLADESH","ARMED ROBBERY AT ANCHORAGE","CONTAINER SHIP","0","ANCHORAGE",22.1833333333333,91.7166666666667,"Asia/Dhaka","EVENING",1,1
"516",2015-04-25 19:15:00,2015-04-25 17:15:00,2015-04-25,2015-04-25,"WEST AFRICA","NIGERIA","SUSPICIOUS ACTIVITY AT SEA","TUG","0","OFF SHORE",3.3,5.13383333333333,"Africa/Lagos","EVENING",1,0
"517",2015-04-25 04:00:00,2015-04-25 02:00:00,2015-04-25,2015-04-25,"SOUTH EAST ASIA","MALAYSIA","THEFT AT SEA","BULK CARRIER","0","OFF SHORE",1.33333333333333,104.4,"Asia/Singapore","NIGHT",1,1
"518",2015-04-25 01:20:00,2015-04-24 23:20:00,2015-04-25,2015-04-24,"SOUTH ASIA","BANGLADESH","ARMED ROBBERY AT ANCHORAGE","BULK CARRIER","0","ANCHORAGE",22.1,91.75,"Asia/Dhaka","NIGHT",1,1
"519",NA,NA,2015-04-24,2015-04-24,"WEST AFRICA","NIGERIA","SUSPICIOUS ACTIVITY AT SEA","UNKNOWN","0","OFF SHORE",4.33333333333333,7.98333333333333,"Africa/Lagos","EVENING",1,0
"520",2015-04-24 10:55:00,2015-04-24 08:55:00,2015-04-24,2015-04-24,"MIDDLE EAST","IRAN","COUNTER INSURGENCY/MILITARY OPERATION","CONTAINER SHIP","1","OFF SHORE",25.7,55.2666666666667,"Asia/Tehran","MORNING",1,1
"521",2015-04-24 01:45:00,2015-04-23 23:45:00,2015-04-24,2015-04-23,"WEST AFRICA","NIGERIA","FAILED ATTACK, KIDNAP/RANSOM","FLOATING STORAGE OFFLOADING VESSEL","0","OFF SHORE",4.21916666666667,7.39216666666667,"Africa/Lagos","NIGHT",1,0
"522",2015-04-24 01:20:00,2015-04-23 23:20:00,2015-04-24,2015-04-23,"WEST AFRICA","GUINEA","FAILED ATTACK, ROBBERY","BULK CARRIER","0","ANCHORAGE",9.41666666666667,-12.2833333333333,"Africa/Abidjan","NIGHT",1,0
"523",2015-04-24 04:45:00,2015-04-24 02:45:00,2015-04-24,2015-04-24,"SOUTH ASIA","BANGLADESH","ARMED ROBBERY AT ANCHORAGE","PRODUCT TANKER","0","ANCHORAGE",22.1166666666667,91.7833333333333,"Asia/Dhaka","NIGHT",1,1
"524",NA,NA,2015-04-24,2015-04-24,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","PRODUCT TANKER","0","ANCHORAGE",1.69546166666667,101.463700277778,"Asia/Jakarta","UNKNOWN",1,0
"525",2015-04-23 04:31:00,2015-04-23 02:31:00,2015-04-23,2015-04-23,"SOUTH EAST ASIA","MALAYSIA","ARMED ROBBERY AT SEA","CHEMICAL TANKER","0","OFF SHORE",1.28083333333333,104.189666666667,"Asia/Kuala_Lumpur","NIGHT",1,1
"526",2015-04-22 03:15:00,2015-04-22 01:15:00,2015-04-22,2015-04-22,"SOUTH EAST ASIA","SINGAPORE","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",1.25,104.166666666667,"Asia/Kuala_Lumpur","NIGHT",1,0
"527",2015-04-21 11:00:00,2015-04-21 09:00:00,2015-04-21,2015-04-21,"SOUTH EAST ASIA","MALAYSIA","FAILED ATTACK, ROBBERY","TANKER","0","OFF SHORE",2.46666666666667,104.433333333333,"Asia/Kuala_Lumpur","MORNING",1,0
"528",2015-04-21 11:00:00,2015-04-21 09:00:00,2015-04-21,2015-04-21,"WEST AFRICA","NIGERIA","SUSPICIOUS ACTIVITY AT SEA",NA,"0","OFF SHORE",2.4,5.41666666666667,"Africa/Lagos","MORNING",1,0
"529",2015-04-20 22:58:00,2015-04-20 20:58:00,2015-04-20,2015-04-20,"SOUTH EAST ASIA","MALAYSIA","ARMED ROBBERY AT SEA","BULK CARRIER","0","OFF SHORE",3.6,104.3,"Asia/Kuala_Lumpur","EVENING",1,1
"530",2015-04-20 04:10:00,2015-04-20 02:10:00,2015-04-20,2015-04-20,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","TANKER","0","OFF SHORE",1.06666666666667,103.666666666667,"Asia/Jakarta","NIGHT",1,0
"531",NA,NA,2015-04-19,2015-04-19,"SOUTH ASIA","BANGLADESH","KIDNAP/RANSOM AT SEA","FISHING VESSEL","0","OFF SHORE",21.6585963888889,89.5186619444444,"Asia/Dhaka","UNKNOWN",1,1
"532",2015-04-18 04:45:00,2015-04-18 02:45:00,2015-04-18,2015-04-18,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","PRODUCT TANKER","0","OFF SHORE",1.126,103.758666666667,"Asia/Pontianak","NIGHT",1,0
"533",2015-04-18 03:35:00,2015-04-18 01:35:00,2015-04-18,2015-04-18,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","PRODUCT TANKER","0","OFF SHORE",1.13790027777778,103.778637222222,"Asia/Pontianak","NIGHT",1,0
"534",NA,NA,2015-04-17,2015-04-17,"NORTH AFRICA","LIBYA","ANTI-PIRACY/NAVAL OPERATION",NA,"0",NA,33.0330744444444,14.5968013888889,"Africa/Tripoli","UNKNOWN",1,0
"535",NA,NA,2015-04-17,2015-04-17,"SOUTH ASIA","INDIA","ARMED ROBBERY AT SEA","FISHING VESSEL","0","OFF SHORE",10.2366361111111,79.9454955555556,"Asia/Kolkata","EVENING",1,1
"536",2015-04-16 02:30:00,2015-04-16 00:30:00,2015-04-16,2015-04-16,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT SEA","BULK CARRIER","0","OFF SHORE",1.05,103.666666666667,"Asia/Jakarta","NIGHT",1,1
"537",2015-04-15 15:28:00,2015-04-15 13:28:00,2015-04-15,2015-04-15,"SOUTH EAST ASIA","MALAYSIA","THEFT AT SEA","DRILLSHIP","0","OFF SHORE",1.21,103.55,"Asia/Kuala_Lumpur","AFTERNOON",1,1
"538",2015-04-13 11:00:00,2015-04-13 09:00:00,2015-04-13,2015-04-13,"WEST AFRICA","NIGERIA","FAILED ATTACK, KIDNAP/RANSOM","BARGE","0","OFF SHORE",6,5.45,"Africa/Lagos","MORNING",1,0
"539",2015-04-12 06:20:00,2015-04-12 04:20:00,2015-04-12,2015-04-12,"SOUTH EAST ASIA","MALAYSIA","SUSPICIOUS ACTIVITY AT SEA","PRODUCT TANKER","0","OFF SHORE",1.33333333333333,104.35,"Asia/Kuala_Lumpur","MORNING",1,0
